,Country,Region,Year,Water Source Type,Water Treatment Method,"Cholera Cases per 100,000 people","Typhoid Cases per 100,000 people","Infant Mortality Rate (per 1,000 live births)",GDP per Capita (USD),Healthcare Access Index (0-100),Urbanization Rate (%),Sanitation Coverage (% of Population),Rainfall (mm per year),Temperature (°C),Population Density (people per km²)
2549,USA,North,2011,Pond,Chlorination,17,56,66.44,84115,85.52,50.81,49.65,843,35.85,754
2550,Mexico,West,2011,Lake,Filtration,2,81,49.4,22780,7.32,12.37,29.98,528,8.08,703
2551,Bangladesh,North,2022,Pond,Boiling,27,88,22.85,90410,9.0,56.79,67.45,2365,12.11,535
2552,India,South,2016,Lake,Chlorination,36,3,4.8,56118,41.71,41.24,60.03,568,33.19,623
2553,Indonesia,East,2014,Lake,Chlorination,29,25,28.03,47339,0.84,51.7,25.0,2995,8.17,160
2554,Brazil,South,2008,Spring,Chlorination,20,94,46.8,45579,9.44,45.26,56.24,1338,35.23,846
2555,Indonesia,Central,2006,River,Chlorination,48,61,79.22,876,93.26,49.74,70.63,394,32.93,701
2556,Mexico,Central,2009,Lake,Chlorination,19,75,85.67,1278,79.24,18.69,38.62,2853,32.3,900
2557,Nigeria,Central,2015,Tap,Boiling,21,53,42.47,36611,67.27,11.16,29.96,923,35.67,988
2558,Ethiopia,North,2011,Pond,Filtration,35,61,80.02,80464,83.02,37.21,89.18,1862,35.48,187
2559,Ethiopia,West,2024,Spring,Boiling,35,17,99.35,22876,25.01,30.36,70.04,337,36.69,976
2560,Indonesia,South,2006,Pond,Filtration,20,9,72.23,4095,72.56,30.0,32.42,1883,35.18,734
2561,Pakistan,South,2017,Tap,Boiling,23,35,73.4,80097,61.56,84.97,70.33,1519,24.28,554
2562,Nigeria,South,2014,Tap,Filtration,20,1,91.13,80492,84.86,75.52,78.82,355,6.31,989
2563,Ethiopia,South,2005,Lake,,6,59,35.14,19383,28.27,11.07,67.8,1258,24.37,18
2564,Nigeria,Central,2011,Tap,Chlorination,7,88,3.1,79223,76.37,10.7,29.29,718,37.69,360
2565,India,South,2010,River,Filtration,21,46,98.72,83006,85.27,72.15,29.98,381,38.71,785
2566,Nigeria,West,2019,Tap,Filtration,21,72,50.07,73525,54.9,88.79,23.61,2216,29.14,212
2567,China,Central,2002,Lake,Chlorination,29,31,79.0,52651,41.38,47.22,38.72,369,27.75,272
2568,Mexico,South,2001,Pond,,33,68,81.62,32677,94.87,44.65,24.77,2744,37.54,158
2569,Ethiopia,North,2005,Tap,Chlorination,28,50,40.96,97462,16.9,32.07,84.42,1517,11.65,101
2570,Nigeria,East,2023,Spring,Filtration,9,66,55.04,72780,3.63,63.33,21.23,1946,6.04,574
2571,Indonesia,East,2021,Spring,Filtration,4,80,54.91,74837,17.91,47.73,66.48,1587,11.6,536
2572,USA,East,2024,Spring,Chlorination,48,76,23.58,60020,68.35,23.4,84.79,2960,37.96,465
2573,China,Central,2004,Pond,Boiling,38,66,13.53,76728,78.89,48.51,91.59,1560,8.49,573
2574,China,South,2017,Well,Chlorination,33,91,55.27,58650,71.68,40.11,52.76,2249,8.99,469
2575,Pakistan,Central,2015,Spring,Filtration,37,67,13.77,84903,41.99,81.18,69.67,622,7.72,462
2576,Nigeria,West,2007,Spring,Filtration,9,81,35.92,47186,96.76,71.73,96.09,2721,19.39,209
2577,Pakistan,North,2024,Well,Filtration,8,55,20.24,55447,44.43,66.1,73.73,345,31.86,46
2578,Pakistan,North,2019,Pond,,31,98,71.28,31726,98.13,36.17,92.09,2573,15.27,983
2579,USA,East,2021,Spring,Chlorination,4,13,87.46,63926,91.81,21.17,74.74,787,4.0,397
2580,India,East,2010,Lake,,34,15,58.64,40752,40.71,79.17,25.44,429,29.61,868
2581,Nigeria,East,2009,Pond,Chlorination,10,75,42.2,16323,16.1,37.42,35.75,2141,24.39,600
2582,Brazil,South,2023,Spring,,41,74,99.67,26427,8.98,57.44,95.24,2069,19.17,989
2583,Ethiopia,West,2024,Spring,Boiling,15,65,4.08,66144,53.15,57.27,87.54,1492,38.56,838
2584,Pakistan,West,2011,Well,Filtration,26,32,31.83,25601,76.32,84.24,53.82,784,18.82,671
2585,Mexico,West,2020,Lake,Filtration,19,12,29.31,67534,17.6,23.74,32.89,2865,29.3,442
2586,Bangladesh,West,2005,Pond,Chlorination,0,29,36.91,97147,31.82,71.73,32.57,2983,6.34,557
2587,Mexico,East,2019,Tap,Filtration,25,25,24.6,48276,63.05,47.01,92.39,1441,16.66,103
2588,USA,North,2004,River,,10,81,27.9,51319,46.09,23.98,33.3,1152,8.49,874
2589,USA,East,2022,Lake,Boiling,14,12,27.25,52836,60.39,76.85,50.9,1584,13.93,200
2590,Indonesia,West,2008,Tap,,38,67,51.56,87367,67.64,75.61,92.06,2928,19.19,485
2591,India,East,2015,Lake,,39,32,40.32,58449,38.07,13.21,22.67,1588,6.98,175
2592,Ethiopia,West,2021,Tap,Chlorination,47,14,64.65,59468,78.6,66.76,70.46,305,32.12,49
2593,Pakistan,Central,2013,Tap,Filtration,17,16,52.41,49273,70.29,22.28,48.05,1856,15.04,73
2594,Mexico,North,2021,Lake,,23,5,19.98,73464,68.76,58.83,28.62,2021,35.86,461
2595,Bangladesh,Central,2007,Well,Chlorination,27,4,81.38,89281,14.95,61.5,65.4,484,26.99,705
2596,USA,South,2019,Lake,,24,32,48.28,54054,47.42,63.22,58.79,795,7.06,791
2597,USA,East,2018,Lake,,22,53,17.02,30081,57.72,19.61,27.94,725,25.68,651
2598,India,South,2013,Tap,,10,15,18.35,99861,22.64,57.87,41.38,1076,0.93,760
2599,Bangladesh,East,2006,River,Chlorination,32,45,80.1,88732,75.86,17.99,79.23,2427,32.3,391
2600,Bangladesh,Central,2004,Tap,Boiling,15,23,70.89,18252,12.11,69.64,80.47,1262,38.97,456
2601,India,West,2017,Spring,,35,4,51.64,24986,14.99,15.1,67.89,2759,27.11,284
2602,USA,West,2001,Lake,,22,66,32.0,97925,41.33,70.62,28.84,1406,37.06,87
2603,Ethiopia,East,2010,Pond,Chlorination,5,98,47.13,80903,13.53,80.68,88.25,751,11.79,848
2604,Nigeria,West,2021,Lake,Filtration,42,90,64.38,54285,1.16,33.88,33.82,1888,16.94,134
2605,Nigeria,Central,2007,Well,Boiling,23,75,88.17,81641,41.14,72.26,77.68,963,16.98,530
2606,India,West,2000,Pond,Chlorination,37,49,56.48,98120,64.86,43.4,23.41,2988,4.48,298
2607,Bangladesh,Central,2021,Tap,Filtration,41,40,29.12,53390,49.51,73.82,46.55,1216,31.86,136
2608,Pakistan,South,2011,Well,Chlorination,5,88,6.19,26003,5.22,64.9,58.27,2720,19.8,225
2609,India,Central,2001,Lake,Chlorination,9,54,19.19,69661,23.25,33.13,22.24,665,19.62,637
2610,Ethiopia,North,2017,Tap,Boiling,21,80,65.72,22084,52.43,25.5,33.72,2153,26.74,838
2611,India,North,2006,Tap,Boiling,22,19,17.72,52388,73.81,83.18,45.51,1535,6.84,115
2612,China,North,2016,Spring,Boiling,4,91,49.19,42164,79.39,77.12,98.6,501,32.41,500
2613,Mexico,East,2021,Spring,Boiling,27,49,70.5,58126,51.94,62.79,82.36,895,14.63,734
2614,Bangladesh,East,2022,River,Filtration,8,34,32.21,12521,64.61,37.95,87.26,2965,3.19,565
2615,Indonesia,East,2013,Spring,,38,49,67.57,86103,90.34,50.84,73.4,658,7.61,586
2616,Indonesia,Central,2023,Pond,Chlorination,48,78,58.95,82908,6.52,54.63,43.39,2146,10.11,606
2617,Bangladesh,East,2006,Tap,Boiling,43,32,45.02,11798,9.92,16.89,76.76,2337,7.12,66
2618,Ethiopia,South,2021,Spring,,27,66,89.93,24345,45.79,87.78,73.9,2363,9.69,753
2619,China,North,2024,River,Filtration,24,70,69.82,60697,60.97,17.35,68.8,2922,39.83,289
2620,China,Central,2002,Lake,Boiling,42,9,37.34,74397,0.46,67.73,43.87,2647,21.51,623
2621,USA,North,2005,Pond,Chlorination,37,89,80.82,45476,45.25,49.42,41.06,1723,24.12,181
2622,Mexico,East,2019,Spring,,26,40,74.33,73186,17.28,70.79,46.9,1883,6.64,114
2623,Nigeria,Central,2001,Tap,Boiling,23,39,79.59,43052,64.51,30.87,44.99,2006,1.76,973
2624,Brazil,West,2016,Lake,Chlorination,42,5,64.81,46423,26.77,41.61,26.23,309,12.41,15
2625,Ethiopia,South,2011,Tap,,42,32,39.18,42025,90.19,52.04,84.18,2447,30.79,972
2626,Brazil,East,2011,Lake,Chlorination,45,15,36.16,42877,6.38,19.66,49.54,991,22.35,43
2627,Brazil,East,2016,Pond,Filtration,15,23,66.11,40623,80.92,78.15,76.53,2839,0.43,930
2628,Bangladesh,South,2009,Tap,Boiling,1,93,14.83,93979,39.23,89.32,42.39,1186,31.55,894
2629,Indonesia,South,2002,Spring,Boiling,1,59,82.35,90996,85.72,43.41,68.16,1443,4.16,548
2630,Indonesia,West,2019,Spring,Chlorination,4,73,38.29,47467,81.51,40.15,22.77,272,17.62,539
2631,Nigeria,East,2017,River,,45,10,63.78,11337,23.93,57.53,28.48,1077,39.98,526
2632,Bangladesh,East,2012,Lake,Boiling,20,43,50.91,20019,5.06,65.09,49.16,2964,4.85,639
2633,Brazil,North,2011,River,Chlorination,9,85,52.89,86596,69.55,79.49,41.5,2682,32.6,481
2634,Pakistan,Central,2016,Well,Filtration,41,2,74.32,23807,20.44,39.83,48.27,1895,31.97,617
2635,Indonesia,Central,2003,Spring,Boiling,17,37,63.41,82399,93.05,71.19,94.46,791,17.8,734
2636,Ethiopia,North,2022,Lake,Chlorination,25,39,26.53,20140,6.72,29.21,25.91,314,39.53,264
2637,Ethiopia,Central,2009,Pond,,19,86,9.27,97216,32.4,64.44,57.02,224,12.32,565
2638,USA,South,2010,River,Boiling,40,18,84.34,24396,1.26,47.34,35.86,2424,12.63,875
2639,India,Central,2005,Pond,Boiling,35,39,88.72,63501,31.7,62.93,48.47,1502,6.1,614
2640,Pakistan,Central,2005,Pond,Filtration,48,52,18.12,57115,54.13,40.38,74.16,2540,14.79,256
2641,Indonesia,North,2008,Pond,Chlorination,20,76,32.33,12132,65.49,33.55,97.84,1443,11.86,782
2642,China,West,2014,River,,1,35,29.67,88862,72.64,48.88,75.58,1226,24.18,326
2643,Indonesia,Central,2001,Well,Filtration,45,66,93.87,21716,83.35,81.61,90.79,514,1.63,260
2644,USA,Central,2003,River,Filtration,32,85,22.07,10624,11.08,63.99,31.78,1630,12.41,763
2645,Ethiopia,West,2004,Tap,Filtration,22,88,18.32,28237,76.19,58.93,34.51,1768,0.19,357
2646,Brazil,North,2016,Spring,Chlorination,38,19,19.82,30635,27.84,67.59,90.14,2941,0.25,655
2647,China,West,2007,River,Chlorination,30,27,73.53,68612,13.82,68.33,68.6,2798,32.81,84
2648,Bangladesh,North,2007,River,Boiling,3,56,89.03,35339,26.57,33.58,83.37,2310,29.99,816
2649,Mexico,South,2021,Well,Chlorination,40,2,40.55,20013,85.8,28.62,37.83,1312,29.77,249
2650,Brazil,North,2011,Tap,Filtration,2,85,15.34,44509,62.74,50.73,47.89,302,14.15,145
2651,Mexico,South,2020,River,Chlorination,36,36,59.4,4784,59.74,21.83,26.48,2076,27.97,236
2652,Pakistan,South,2007,Spring,,9,17,22.57,36803,58.46,47.98,91.65,1922,10.26,468
2653,India,North,2018,Spring,Boiling,41,83,8.29,39633,40.86,65.44,96.51,358,12.38,605
2654,China,East,2002,River,Filtration,31,45,88.85,82319,41.7,10.59,88.6,2808,22.5,901
2655,Nigeria,North,2017,Pond,Boiling,35,4,87.34,15798,14.83,18.89,54.97,933,27.98,767
2656,China,Central,2020,Pond,Chlorination,48,72,97.64,852,33.26,86.97,47.29,558,10.63,764
2657,Indonesia,Central,2018,Tap,Boiling,26,92,48.45,3622,51.2,84.24,57.01,2228,27.17,948
2658,Ethiopia,East,2018,Spring,Boiling,48,80,30.81,5707,60.6,43.43,71.01,2947,38.5,95
2659,Indonesia,South,2014,Pond,Chlorination,18,75,77.44,31441,7.16,57.2,54.52,964,19.75,946
2660,Indonesia,East,2005,Spring,Boiling,37,56,19.69,48091,33.38,22.42,53.73,2737,16.28,469
2661,Pakistan,Central,2015,Tap,Chlorination,0,25,25.84,18915,33.94,36.48,54.48,391,9.3,121
2662,Brazil,East,2007,Tap,Filtration,25,32,27.06,39093,51.51,73.43,79.57,443,14.25,78
2663,Nigeria,North,2015,Pond,Boiling,45,96,95.26,70080,71.0,78.48,82.94,1133,21.15,371
2664,Nigeria,East,2017,River,,12,35,73.52,45656,63.52,42.42,89.64,782,37.76,295
2665,Indonesia,South,2019,Lake,,34,92,15.1,37888,57.09,34.88,39.44,1300,10.43,452
2666,Mexico,North,2015,Well,Filtration,1,21,11.1,67206,29.14,64.53,32.6,932,9.26,160
2667,Pakistan,West,2010,Lake,Chlorination,21,81,84.6,81541,83.91,67.43,47.61,1999,38.42,519
2668,Indonesia,Central,2006,Lake,Chlorination,38,16,80.62,6140,78.53,88.7,53.64,980,24.23,493
2669,India,Central,2016,Spring,Boiling,27,43,67.76,59972,18.36,65.79,76.15,993,29.41,450
2670,Ethiopia,East,2016,Tap,Boiling,43,51,21.22,38185,65.51,29.21,80.63,1202,33.19,930
2671,Brazil,North,2011,Spring,,1,87,49.07,87665,90.67,14.8,98.73,2980,3.27,185
2672,Bangladesh,West,2012,Pond,,10,21,61.07,77861,43.56,30.61,50.26,290,19.39,719
2673,India,North,2009,Well,Chlorination,47,68,93.35,26681,92.48,28.13,52.2,2815,5.6,563
2674,Mexico,Central,2006,Pond,,36,0,18.6,40574,2.2,17.43,63.37,2635,24.97,38
2675,China,North,2013,River,Chlorination,25,82,52.51,47530,51.62,45.55,85.63,1841,38.15,606
2676,China,West,2022,Well,Filtration,27,29,17.46,11625,25.63,33.05,72.87,2127,2.25,848
2677,India,East,2000,Spring,Filtration,25,38,45.5,6301,26.22,84.01,65.81,635,10.96,750
2678,Indonesia,South,2016,Spring,,16,78,21.61,56397,87.75,42.31,71.85,2028,39.99,694
2679,Bangladesh,North,2003,Pond,Boiling,2,34,83.95,48766,31.15,80.13,57.16,2116,0.22,562
2680,USA,South,2020,Spring,,13,68,26.96,90683,2.33,34.54,80.72,246,5.58,722
2681,USA,Central,2004,Spring,,15,69,42.88,2792,53.97,76.52,26.02,1169,3.23,840
2682,Mexico,East,2019,Lake,,48,88,41.96,15477,97.09,46.36,60.72,2554,30.56,384
2683,Indonesia,East,2023,River,Boiling,35,10,86.9,42693,7.91,12.59,84.53,313,30.04,440
2684,Nigeria,North,2022,Lake,,27,50,76.26,95245,28.63,48.96,44.2,1281,31.1,621
2685,Nigeria,East,2024,Spring,Boiling,27,62,7.64,45887,46.95,28.14,87.47,243,30.99,394
2686,Brazil,North,2006,Tap,,24,85,8.57,94194,83.05,34.6,82.63,2601,33.41,360
2687,Bangladesh,North,2009,Lake,Boiling,8,33,56.02,29464,26.89,64.75,66.45,2002,30.92,925
2688,Bangladesh,South,2016,Spring,Boiling,10,54,43.92,58573,34.37,52.36,40.17,1235,19.34,229
2689,China,East,2006,Spring,Boiling,36,77,29.01,90647,38.45,81.09,88.89,593,29.82,503
2690,Pakistan,North,2000,River,Boiling,42,72,79.68,47107,37.96,84.88,22.4,2964,23.9,156
2691,Mexico,South,2006,Pond,Boiling,44,19,14.61,71233,20.03,65.28,67.4,1789,14.66,586
2692,USA,West,2023,Well,Filtration,20,79,97.46,33077,91.57,79.08,82.61,959,33.46,614
2693,Mexico,South,2010,Lake,Chlorination,1,57,4.36,24072,79.29,25.61,58.83,1637,31.52,211
2694,Nigeria,South,2008,Lake,Chlorination,33,80,13.59,79994,97.56,16.34,28.23,2134,6.94,813
2695,Nigeria,North,2011,Lake,Boiling,41,16,32.51,41704,37.1,36.64,86.72,1725,0.98,928
2696,India,Central,2002,Spring,Chlorination,12,33,51.9,69502,4.53,36.06,92.73,1871,12.64,731
2697,Brazil,Central,2003,River,Boiling,4,74,23.18,77995,11.55,63.21,65.06,429,16.15,422
2698,Bangladesh,Central,2003,Spring,,10,98,74.15,64041,35.75,77.23,82.97,555,6.97,229
2699,Ethiopia,South,2024,Spring,Filtration,28,61,37.04,38480,91.11,33.75,68.86,2671,34.21,821
2700,Mexico,North,2012,Pond,,46,33,5.78,57772,98.11,43.98,65.86,699,1.34,392
2701,Nigeria,East,2022,Tap,,27,99,88.02,6445,82.2,18.4,30.46,1996,19.34,784
2702,Pakistan,South,2018,River,Boiling,27,71,94.5,98072,23.84,43.02,54.94,1703,2.22,936
2703,China,South,2009,Lake,,4,18,62.62,22379,65.97,27.15,74.3,219,21.47,559
2704,USA,North,2004,Well,Filtration,19,96,81.04,6819,59.66,40.6,56.36,414,18.55,626
2705,Brazil,West,2006,Lake,,36,86,13.87,45745,82.33,31.31,69.42,943,31.21,260
2706,Pakistan,South,2023,Spring,Filtration,38,65,28.34,51433,50.97,74.7,91.58,2741,27.59,971
2707,Brazil,West,2015,River,Filtration,9,71,33.87,27930,31.81,10.33,49.3,2365,33.76,775
2708,India,West,2000,River,Boiling,31,92,96.15,26291,1.93,37.1,86.28,2808,21.77,984
2709,Ethiopia,Central,2011,River,Filtration,28,41,52.2,50267,79.5,87.54,22.32,1854,32.9,287
2710,Nigeria,North,2001,Tap,,1,50,2.73,86583,53.02,64.32,88.21,1673,28.77,758
2711,China,West,2006,Lake,Boiling,0,70,39.26,80695,53.42,71.77,28.53,1882,31.18,724
2712,Pakistan,North,2010,Tap,Filtration,19,48,2.76,22158,95.71,78.79,45.72,462,24.03,63
2713,Brazil,Central,2012,Pond,Filtration,0,28,25.3,91065,48.62,38.95,61.08,2176,28.78,447
2714,Bangladesh,North,2001,Well,Chlorination,3,94,46.56,64213,31.58,15.28,72.0,535,16.07,220
2715,India,South,2006,Pond,Boiling,14,29,33.69,80475,33.98,42.86,96.25,721,3.4,527
2716,Bangladesh,West,2014,Spring,Chlorination,46,98,5.21,21445,1.17,62.22,44.56,1356,16.66,210
2717,China,North,2024,Tap,Filtration,29,24,13.4,72607,12.24,39.66,26.83,1216,6.94,967
2718,Pakistan,East,2010,Tap,Chlorination,5,67,55.99,73172,4.38,45.87,56.71,2451,25.18,885
2719,India,North,2001,Pond,,37,61,70.17,11181,24.33,76.04,47.62,1183,10.53,806
2720,Pakistan,West,2006,Spring,,0,37,41.65,48327,6.47,12.9,68.01,1759,38.33,52
2721,Nigeria,Central,2003,River,Filtration,6,16,73.69,42609,33.11,36.78,93.82,2902,10.85,716
2722,Indonesia,Central,2010,Spring,Chlorination,4,73,18.01,86126,12.61,49.07,71.47,2463,3.93,257
2723,India,West,2001,Lake,Chlorination,48,0,13.96,5655,91.79,33.93,66.24,433,35.22,374
2724,Bangladesh,South,2015,Pond,Boiling,6,17,84.27,24289,93.84,45.67,39.69,1790,16.58,327
2725,China,South,2006,Spring,,35,62,35.24,62072,60.35,42.14,41.18,601,14.23,790
2726,Ethiopia,Central,2012,River,,2,45,44.36,30063,80.55,83.91,54.89,1906,35.42,504
2727,Nigeria,Central,2004,Spring,Boiling,11,18,94.86,22230,67.72,49.45,91.3,2732,26.14,380
2728,Indonesia,West,2016,Tap,,14,49,43.56,79750,81.11,48.11,66.36,589,21.29,713
2729,Ethiopia,South,2020,Well,Chlorination,19,95,2.34,29567,63.98,30.36,59.57,372,13.09,568
2730,USA,Central,2011,Tap,Chlorination,40,53,93.92,92749,43.02,13.71,63.4,706,11.7,197
2731,Nigeria,South,2018,Well,,20,30,3.38,47858,87.38,33.96,86.7,2391,23.18,280
2732,China,Central,2006,Spring,Boiling,31,96,66.9,48559,43.81,12.18,74.23,446,20.06,782
2733,Brazil,North,2005,Lake,Filtration,11,85,33.64,16966,39.62,76.14,94.19,2788,11.04,590
2734,India,East,2007,Spring,Filtration,36,64,48.1,59367,62.44,26.34,66.54,2567,7.36,267
2735,Pakistan,North,2012,River,Filtration,39,45,55.63,56446,93.79,82.9,35.68,884,32.72,635
2736,China,Central,2004,Spring,Filtration,46,34,42.03,44840,44.22,80.87,21.5,2481,27.51,815
2737,India,East,2001,Well,Chlorination,6,48,77.89,44039,57.49,63.18,45.37,761,39.73,251
2738,Ethiopia,East,2008,Tap,Filtration,44,80,93.21,38204,49.23,79.0,25.02,2745,20.63,103
2739,Pakistan,Central,2010,Lake,Chlorination,30,33,10.47,50759,90.97,80.23,52.57,2914,39.78,703
2740,Mexico,Central,2023,Spring,Chlorination,0,28,80.42,68110,67.67,72.11,35.03,2859,18.43,517
2741,Bangladesh,South,2005,Spring,Filtration,10,5,14.61,65002,41.96,50.63,52.39,1642,21.4,997
2742,USA,Central,2006,Tap,Filtration,44,0,9.87,24621,60.69,86.0,51.94,2839,8.36,304
2743,Nigeria,West,2024,Lake,Filtration,33,54,95.67,70510,15.61,75.42,42.1,2788,5.98,489
2744,China,Central,2006,Pond,,18,26,49.95,43384,34.19,20.16,72.23,261,37.61,774
2745,USA,West,2018,Spring,,10,11,16.96,31612,73.62,43.59,54.67,1294,39.25,29
2746,Brazil,Central,2005,Spring,Boiling,32,3,57.86,98624,56.24,53.18,91.48,2118,21.9,771
2747,India,South,2010,Pond,Chlorination,32,79,27.8,74608,31.43,52.35,26.09,2025,10.89,413
2748,India,West,2010,Well,Filtration,7,51,47.5,1136,36.23,40.36,52.85,1143,38.06,806
2749,China,North,2006,Well,,44,10,63.22,1299,80.98,52.53,82.08,2892,31.87,428
2750,Indonesia,West,2001,River,Boiling,7,51,87.19,98729,54.09,17.44,59.56,316,7.19,425
2751,Indonesia,South,2018,Tap,Chlorination,33,83,2.3,53664,23.88,62.42,97.29,2757,11.93,538
2752,Mexico,West,2003,Lake,Chlorination,39,25,22.99,27631,29.68,49.82,33.99,1743,0.17,893
2753,Bangladesh,Central,2005,Spring,Chlorination,26,27,11.43,49934,46.79,73.01,45.28,1423,23.28,572
2754,Pakistan,Central,2016,Spring,,28,71,11.52,86729,76.28,65.47,29.29,2802,21.06,145
2755,Brazil,South,2024,River,Filtration,13,65,94.69,91791,99.74,19.02,39.74,1188,6.56,670
2756,USA,East,2004,Spring,Filtration,33,89,93.74,56325,18.58,38.06,73.8,1915,13.57,672
2757,Indonesia,Central,2006,Tap,Chlorination,44,26,75.43,33884,75.49,68.9,58.96,2797,37.57,124
2758,Mexico,North,2008,River,Chlorination,36,96,65.02,68124,61.72,36.95,32.97,2584,25.96,956
2759,Mexico,South,2024,Tap,Boiling,0,54,85.1,20757,53.12,55.35,57.98,383,34.52,868
2760,China,West,2000,River,Boiling,8,70,7.72,57324,96.65,86.9,87.79,1653,33.53,783
2761,Brazil,West,2000,Spring,Chlorination,9,53,13.71,54266,32.28,16.39,55.19,2527,36.83,515
2762,Ethiopia,North,2018,River,Boiling,29,45,33.08,26104,17.7,25.22,21.06,1936,1.66,189
2763,Pakistan,Central,2005,Well,,42,35,83.58,67080,87.76,48.45,24.39,2186,10.5,657
2764,Bangladesh,South,2017,Lake,Chlorination,17,20,48.28,83065,6.87,69.07,55.05,1523,16.62,620
2765,Nigeria,North,2009,Spring,Boiling,16,48,51.35,83360,81.71,36.41,67.46,715,25.6,334
2766,China,Central,2010,Pond,Chlorination,5,33,24.47,45797,58.92,19.4,90.92,2237,24.33,810
2767,Pakistan,South,2000,Lake,Filtration,10,86,65.54,95638,16.4,35.26,98.56,318,9.84,199
2768,Nigeria,West,2000,Spring,,23,33,89.01,96861,22.74,61.55,98.43,991,7.71,970
2769,Nigeria,South,2012,Lake,Chlorination,35,39,34.29,2166,15.58,73.4,64.63,2681,17.5,200
2770,Brazil,East,2004,Well,Filtration,32,6,62.68,35732,71.83,88.16,22.86,2210,10.02,737
2771,Brazil,South,2019,Lake,Chlorination,32,89,34.53,537,14.73,70.91,37.08,1625,38.6,681
2772,USA,East,2000,River,Filtration,17,51,79.69,86851,68.14,49.38,54.75,867,38.62,832
2773,Mexico,South,2019,Lake,Boiling,4,48,48.55,43620,12.82,33.41,90.37,1636,4.53,298
2774,Pakistan,East,2002,Spring,Filtration,30,80,35.27,87427,80.23,84.2,21.72,2576,28.2,175
2775,China,West,2017,Pond,,15,94,43.16,28492,91.95,52.74,60.75,302,9.13,267
2776,India,Central,2008,Pond,,1,88,10.94,56890,55.93,65.1,72.28,1070,28.7,245
2777,China,East,2013,Tap,Boiling,8,36,86.88,17147,96.62,47.8,43.06,1564,30.68,730
2778,USA,East,2016,Lake,Chlorination,1,61,95.89,62838,39.04,29.37,45.25,2164,1.93,403
2779,Bangladesh,West,2022,Pond,,36,14,48.79,23411,24.46,53.76,51.07,2126,27.81,750
2780,Mexico,East,2013,Lake,Boiling,19,1,23.69,39154,17.73,77.19,41.97,1268,35.87,494
2781,India,North,2003,Pond,,16,10,67.14,97542,47.9,40.67,54.98,2592,8.65,587
2782,Indonesia,West,2004,Lake,Boiling,24,95,46.33,26490,13.07,63.5,32.65,2657,4.62,469
2783,Bangladesh,North,2020,Spring,,18,93,26.73,18637,87.58,13.39,35.95,1805,22.67,494
2784,Brazil,West,2016,Lake,Boiling,41,16,5.77,25637,78.48,84.92,22.97,248,20.7,743
2785,Nigeria,East,2021,Spring,,7,87,89.19,64460,56.21,87.59,52.91,318,35.43,24
2786,Indonesia,North,2024,Spring,Chlorination,10,44,80.08,53234,72.15,40.9,76.59,1051,18.04,480
2787,China,East,2001,Tap,Filtration,12,67,83.24,38776,5.0,49.87,60.49,1625,16.54,893
2788,China,West,2022,Pond,,12,60,45.1,75993,20.35,22.85,62.45,667,28.56,987
2789,Brazil,East,2021,River,Boiling,8,45,75.82,86576,62.12,25.7,56.0,1753,3.1,838
2790,USA,North,2004,Spring,Chlorination,4,31,58.96,6361,47.75,58.17,66.79,246,2.28,680
2791,Pakistan,North,2003,Pond,,17,18,38.73,45001,60.46,60.16,38.37,200,20.2,254
2792,Indonesia,East,2003,Well,Boiling,39,66,84.59,97673,8.9,37.33,36.6,360,3.56,260
2793,Indonesia,South,2005,Lake,Filtration,13,3,99.88,44716,65.24,39.92,95.36,1518,37.57,175
2794,Ethiopia,West,2019,Well,Boiling,33,24,90.13,98794,80.36,50.5,56.03,823,26.17,678
2795,Bangladesh,West,2020,Lake,,21,72,78.07,32446,54.63,85.18,86.17,222,30.15,513
2796,Mexico,East,2012,Tap,Boiling,47,20,75.26,52755,35.74,21.97,93.35,1493,9.15,215
2797,Bangladesh,South,2021,Spring,Boiling,32,86,65.72,80301,17.46,54.12,69.19,2723,19.76,130
2798,Pakistan,North,2004,River,Filtration,23,92,85.65,94876,26.54,14.65,43.9,2204,5.35,692
2799,China,Central,2022,Spring,,28,93,50.32,17929,52.25,46.67,74.38,2163,8.12,643
2800,China,Central,2024,Lake,,12,88,19.81,8515,25.55,41.78,54.47,1516,22.73,497
2801,China,East,2022,River,Filtration,49,92,77.27,52509,77.79,23.14,97.85,1811,11.2,288
2802,Ethiopia,South,2006,Spring,Chlorination,26,97,92.11,34370,13.17,23.12,84.9,698,36.69,546
2803,China,South,2019,River,Boiling,0,13,35.45,40571,51.64,46.01,85.2,1900,39.81,495
2804,Pakistan,West,2000,Lake,Boiling,6,21,78.73,60579,49.6,20.13,67.1,686,0.16,677
2805,Brazil,North,2013,Tap,Boiling,3,47,28.82,25462,13.89,33.58,20.67,578,30.36,620
2806,Mexico,South,2023,Tap,,9,50,94.37,84032,99.5,15.7,86.55,974,4.61,871
2807,Pakistan,Central,2003,Spring,,39,79,68.98,51217,82.31,33.78,22.03,1844,22.98,517
2808,Mexico,North,2016,Well,Boiling,34,10,57.79,68543,38.65,52.7,29.79,1088,9.14,228
2809,Pakistan,North,2020,Lake,,38,58,78.43,19084,68.49,69.51,87.09,891,38.59,209
2810,China,East,2013,Spring,Filtration,15,13,81.7,53656,71.66,76.43,37.5,2759,35.03,889
